content,polarity,Target
";-))) RT @JuvenalSoto: @mariviromero Con tu permiso, me sumo a ese #FF para @borissoler",P,1
#FF a @Latanace y @RaquelMartos porque son las reinas del mundo (y del mío).,P,1
Jajajaja! Me río por no llorar!! RT @xipirona @Tonicanto1 en Cuba no hay una dictadura,N,0
#FF para @ElenaWilson2. Ella ya sabe...,P,1
Increíble  q aún exista gente que defienda el régimen cubano.Este verano en Cuba no oí a nadie hacerlo!Esa izquierda trasnochada española...,N,0
Lo pasamos muy bien “@MaEugeniaLopez: @LidiaSanzPerez Te recomiendo que no le falles. Es un lujo saludarle en persona. http://t.co/3X342H79”,P,1
Zapatero dice que Rajoy ha comprendido perfectamente que no haya calado su idea del veto con solo el 10% para el fondo de rescate europeo.,P,1
Gracias chicos“@QueDicen_com: @PaulaVazquezTV: la última estrella ya brilla en Antena 3 http://t.co/sgtYTYng [http://t.co/4u7OLDDU]”,P,1
"Túnel de los Roquillos, El Hierro. Su cierre durante semanas causó pérdidas ecas considerables http://t.co/0cDSOqUy",N,0
"¿En qué se supone que ha cedido Merkel en esta ""dura negociación""?",N,0
"Eso es ;-)) RT @ccifuentes: @JuananSanzNunez Por supuesto que nos veremos en #Sevilla, un besazo :-) @mariviromero",P,1
"Lo de Guardiola no es una rueda de prensa, es un alarde de paciencia. Ojalá ahora se transforme en Bebe y nos echemos unas risas.",P,1
"Ironía, por qué le abandonas.",N,0
"Todo mi apoyo y mi cariño a Luis Aizpeolea, gran periodista y excelente persona",P,1
¡Lo mejor de mi timeline está disponible! http://t.co/PLbGUQKc ▸ Historias del día por @cfopabloalboran @los40_spain @trendsmadrid,P,1
Los 10 mandamientos para hacer una buena campaña electoral 2.0  http://t.co/U6y5mkQi,P,1
"""€uropa se £ibra"", nuestra conclusión de la cumbre del euro y el aislamiento definitivo del Reino Unido.http://t.co/JonHrkET#portadaEPC",N,0
Este tema os dejo hoy amig@s. Sergio Dalma y Rafita (que será de mi ). Buenas noches. Bs.  http://t.co/p5TW8rKl,P,1
Qué tragedia la de estos cubanos que han perdido la vida buscando su libertad! Este Castro no paga ni ... http://t.co/WLnTBiB3,N,0
"""No hay lector con algún problema muy particular que no lo encuentre mencionado en la primera novela que se decida a leer"" Iñaki Uriarte",P,1
Estoy harto del clásico. Qué cansino todo el mundo con el partido. Creo que Pep saldrá con defensa de 3.,N,0
"Jajaja me hacéis reír, y MUCHO. Si fuera un pelota os diría que sois los mejores followers del mundo. Pero como soy yo, os digo vais bien.",P,1
"¿Os gusta la nueva aplicación de Twitter? A mi me despista bastante. ¿Qué ventajas le veis sobre la anterior? Yo, de momento, ninguna.",N,0
Que tengáis un buen día familia!!! BESOS Y ABRAZO DE GOL PARA TOD@S !!!,P,1
"El BOE publica hoy el indulto de Alfredo Sáenz con 'indulgencia plenaria'. Es decir, se borran excepcionalmente los antecedentes penales.",P,1
El indulto a Sáenz borra los antecedentes penales para q pueda cumplir con la honorab q exige la normativa bancaria,P,1
Jajajajajja la mierda del nuevo twitter locooooo me tiene......,N,0
.@jesusmarana La charla entre Enric González y Martí Gómez debería animarnos a crear #maestrosquetuvimos.http://t.co/JbJqzxgV vía @el_pais,P,1
“@PaquiVicente: Hola @rafam_simancas! Me haces un RT para encontrar el perro de @anapalacio? En la foto está la info! http://t.co/jvbv7FED”,N,0
"Encantado en conoceros “@alipass: http://t.co/sjkojUvw aquí en la redacción de El Mundo, gracias. ha sido todo un placer cc @mondadientes”",P,1
"Y los etarras encarcelados no son unos pobres perseguidos por su pensamiento, son delincuentes que por fanatismo han hecho cosas terribles.",N,0
"Muy bueno: RT @LatigoalCongres @Tonicanto1 Buenas Diputado RT please, gracias. SaludosEl tercer jinete http://t.co/ZoILXNun",P,1
"Habrá que ir calentando los motores para esta noche... Y no, no es que vaya a ver el clásico ;)",N,0
Shakira ganó ayer 2 Premios 40: Artista latina más importante e influyente en el mundo y Mejor Artista Int. en Lengua Española  ShakiraHQ,P,1
"Somos consciente de la importancia cultural y musical de la sala Malandar, por eso vamos a buscar soluciones con su dueño",P,1
"@marodriguezb @paugasol Sí, y en una competición real,abierta.No como los simulacros futboleros d aquí.Vamos,Pau,eres y serás EL MAS GRANDE!",P,1
El Tribunal de Cuentas ve irregularidades en contratos del semestre europeo presidido por Zapatero http://t.co/kf1urHEz  (vía @LARAZON_es),N,0
"La clave del partido de hoy: el miedo. Si Mou saca un equipo para amarrar, ganará el Barca. El Madrid sólo puede ganar si sale a ganar",P,1
"je, je“@Mely_RB: Que grandes @Buenafuente y sus ""teloneros""!! #BROTHERNESKENS”",P,1
He oido que esta noche 500 millones de personas verán el partido. Madre mía!Buena suerte a todos.,P,1
"Hoy veré el clásico en un pub de Londres... y con dos madridistas de armas tomar, a ver si me llevo una alegría ;)",P,1
"Que nadie se enfade, pero esta noche también ponen en la tele ""El perro del hortelano"", la última y estupenda película de Pilar Miró.",P,1
¡Lo mejor de mi timeline está disponible! http://t.co/nO2RpIIV ▸ Historias del día por @anesvad @manoletusgarcia @weregorentandgo @jaime_fz,P,1
No se como agradecer todas las muestras de cariño q he recibido hoy aquí y fuera de aquí...No tengo palabras. Gracias infinitas,P,1
Apaga y vámonos! Qué mala pata,N,0
"Felicitats Barça/ Madrid, queda liga! #tomacomentariofutbolero !! Buenas noches amigos y GRACIAS POR SER Y ESTAR",P,1
“@iaguirre70: En el concierto de esta noche de Los Secretos en Madrid te ha mencionado Enrique Urquijo.” La Pantoja crea escuela...,P,1
A puntito de salir para charleston en baeza!!!!por cierto Enhorabuena al FCB y a todos sus seguidores!!!!,P,1
"Parece que, desgraciadamente ha fallecido una persona en Guerrero.",N,0
“@aprync777: @David_Busta ¡Maaajo!. ¡Buen viaje!. Al parecer los daños del temblor no pasaron a mayores. ,P,1
"Bueno, abrazos para tod@s !!! Hasta luego!",P,1
Puedes encontrar vicio y tentación en cada esquina... http://t.co/0NkGDvSL,N,0
Merkozy se equivoca http://t.co/P39oYDMp via @el_pais,N,0
"@JuanraLucas no debe haber mas limite que las viejas reglas del oficio, buscar la verdad, verificar, respetar... Buena practica, periodismo.",P,1
"Y reitero que no es una cuestión personal, sino debate necesario que va mas allá de la profesión del periodismo.La red abre espacios nuevos",P,1
Con mi hermano @Igorbustamante ...;-) http://t.co/ilUq45Yy,P,1
"@Nacho_Plvapoyaremos y fomentaremos el deporte, su práctica y sus valores.Creemos más urgente recuperar un ministerio como el de Agricultura",P,1
Ya estamos en Japon! Son las 23h asi q hay que ir a dormir para que el jet lag se vaya rapido... Que sueño!!!!,P,1
Vuelvo a Disney!!!;-),P,1
Nervios http://t.co/UieczUa5,N,0
Si me da tiempo os subo alguna foto... Os quierooooo!!!,P,1
“@R_Aguado7: cuida tus palabras admirador del fútbol independentista.” #LosMerenguesEscozios,N,0
“@_princess25: @ristomejide eres un poco catalan cabron no??? Pero si sois unos ratas que no soltais un euro ¡racanos!” #LosMerengesEscozios,N,0
"EEUU y el FMI insatisfechos con resultados de la cumbre euroepa. Mañana, en EM, mi análisis sobre la cumbre centrado en las tareas de Rajoy.",N,0
"Grande nuestro querido Estudiantes, agriando aún más el fin d semana horribilis del madridismo.",N,0
Grande @ClubEstudiantes somos el primer equipo de Maaadrid! :)))),P,1
Madrid. Gracias por vuestro cariño. Ha sido un placer!!!!!!.,P,1
Mañana por la mañana montones de asalariados del PP volverán a TWITTER . Estos días no han tenido tiempo. Estaban de acueducto.,N,0
"Éste es el ""nuevo"" y fantasmagórico hospital de Toledo… Varios años después (vea las fotos) - http://t.co/RPgYvq99",N,0
D.Villepin candidato alas presidenciales Francesas.TF1.Rencor acumulado entre los dos.NS y DV.,N,0
"Y a propósito de la actualidad, un recuerdo a Gregorio Ordóñez http://t.co/flRi6oo4",P,1
"El era capaz de mejorar esta canción, que tantas veces le oí cantar y esta es la mejor manera de recordarlo . Te quiero http://t.co/OfLMagFI",P,1
Buenas noches!!!Desde Disney os digo... Que os quiero FAMILIAAAAA!!! http://t.co/0mQZ3EtD,P,1
Es un muñeco! (pero la verdad es que lo han clavao...) http://t.co/SFtib43B,P,1
Llamen para salvar a sus favoritos es ahora.. En los comerciales.. Hoy se queda solo uno de cada equipo.,P,1
"Suben las tarifas de los taxis madrileños una media d 1,6%. La bajada de bandera diurna sube 5 céntimos y pasará a 2,15 euros.",N,0
"Esta tarde firmo #ElPrimerNaufragio en El Corte Inglés de Diagonal en Barcelona a las 6,30. Con foto y dedicatoria especial para tuiteros.",P,1
Interesante artículo de Manrique en El Pais. http://t.co/Ps7Rb80K,P,1
"Buenos días, empieza una semana bastante dura de trabajo con 4 conciertos seguidos, a esta altura de la temporada se convierte en un reto.",N,0
Un día mas en la puerta de Génova. Hoy portavoces y presidentes de Congreso y Senado. Muchas quinielas y pocas certezas.,N,0
"@carmenmorodo Qué generoso, jaja.",P,1
Interesante la tribuna de José Manuel García-Margallo sobre la cumbre de la UE http://t.co/yOgK9V0l,P,1
Confusión en Junta Directiva PP. Zoido presidirá el XVII Congreso Nacional de febrero pero la comisión organizadora la dirigirá Pedro Sanz,N,0
"""@Medeita87: De dónde sacas tantas frases ingeniosas? Tienes a gente explotada en un almacén?"" Llamarlos gente es muy generoso por tu parte.",P,1
Castilla y León en cabeza RT @Pepemaras: @marianorajoy propone a Jesús Posada como Presidente del Congreso,P,1
Gracias a todos. Luego os contesto particularmente.,P,1
"Enhorabuena a los presidentes del Congreso y Senado, Jesús Posada y @PioGarca y a los portavoces Alfonso Alonso y José Manuel Barreiro",P,1
"Cruz está que de sale RT ""@agusperezblanco: Miguel carcaño; así vive en la cárcel. Muy bueno el répor de @cruzmorcillo http://t.co/PBJDVbA2""",P,1
Todo preparado para el gran espectáculo. El jueves el Ayuntamiento va a cobrar vida #sevillahoy http://t.co/1GYscglV,P,1
"A las 3 en @A3noticias, Zapatero dice que no aprobó la ley de las descargas en Internet por la presión de las redes sociales",N,0
Have an amazing week everyone!Much peace!//la semana comienza y bien!!! Fuerza para tod@s!PAZ,P,1
Gracias a los q pensáis q soy la periodista 20 de los 30 mas influyentes dEspaña. Gracias!enhorabuena a @hermanntertsch @pedroj_ramirez,P,1
El hecho de q nos valoréis es fantástico para seguir trabajando aun mas por la libertad y la honradez en la información. Gracias!,P,1
"""@CayePache: Mi nueva adquisición literaria. @ristomejide 'Que la muerte te acompañe' http://t.co/bckLZtF2 "" Enhorabuena, lo has encontrado!",P,1
"Yo estoy bastante de acuerdo con esta elección... AquÃ­, la mujer mÃ¡s atractiva http://t.co/rONVyrTT vía @elmundoes",P,1
Os dejo una foto con mi primo @gonzalococa que hoy es su cumple! A ver si se invita a algo!! :P http://t.co/Xlw6MCKe,P,1
"Lunes negro el d Urdangarín. A su abogado-portvz no se le ha ocurrido otra cosa q decir que ""está indignado"". Coñas asamblearias aseguradas",N,0
@mgilguerrero el abogado esta indignado Xq el Rey no le informo antes? Es indigno todo. Lo segundo también.,N,0
"""Me basta y me sobra"" dice @GLlamazares tras quedarse de diputado raso en el #congreso http://t.co/oDuxvehX. @Cayo_Lara, portavoz de @iunida",P,1
"No os perdáis en el Prado el nuevo Bruegel ""la fiesta del vino ""Restaurado aquí Maravilloso. El vicio y la virtud siglo XVi. Tan moderno!!",P,1
Con Alexander Kwaniewski ex presidente Polonia. Con Polonia tenemos mucho que hacer en Europa Hemos perdido algo el tiempo. Ganemoslo,N,0
"Hay Pte Portavoz, Portavoz adjunto e incluso portavoz rotatorio, y los he desempeñado. El portavoz 4 o 5 no existe en Cortes.  Diputado sí",N,0
@mgilguerrero ya se estrena esta noche con una en otra radio.,P,1
celebracion y dificultades en la zona euro@nytimes http://t.co/Q0d8J7c1,N,0
http://t.co/KYWfcwYz aquí os dejo con el #videocapítulo del concierto de Jaén. besos.,P,1
Eguiguren: el socialismo esta en el desierto sin cantimplora.,N,0
"MAÑANA ES 13 adoro los 13, porqué? ni idea pero siempre creo que me va a pasar algo bueno! #13",P,1
"Mañana mas y seguro, seguro, seguro, que mejor. #BuenasNoches",P,1
Gracias ;) RT @sanzchile: *7714 México ;) RT: @AlejandroSanz: Voten por @Oscarcruzvm hay que (cont) http://t.co/pCXYPmr5,P,1
Buenos días a todos! Así amanece Madrid: http://t.co/x2TOfpQt,P,1
Embarcando que es gerundio! Y es martes y además 13!! Llamadme valiente!!!! Destino Barcelona!!!,P,1
RT @japtapias:Mi enhorabuena a quienes toman posesión de su escaño en Congreso y Senado y dan inicio a X Legislatura de nuestra democracia.,P,1
Pregunta: ¿por qué Bermúdez no se querella contra EM? Respuesta: porque en la instrucción de ese sumario se podrían practicar pruebas.,N,0
"Empieza la primera reunion del Grupo Popular en el Congreso. Los nuevos diutados llegan despistados. Los veteranos, expectantes por si acaso",P,1
"Buenos días gente. Adoro las noches en las que no estoy de servicio. Como anoche, disfrutando del espectáculo de @PabloPuyol_ y compañía.",P,1
"De las llegadas, Posada ha contado q Bono le ha dado buenos consejos y el dipu de @ProyectoEquo / Compromís ha llegado en bici al #congreso",P,1
"Da igual que o sea corresponsal político con acreditación permanente. Prensa del Congreso a la suya, deja a los periodistas en la calle",N,0
@PalomaCervilla También han aprobado siete portavoces adjuntos y han ratificado a Teófilo de Luis como secretario técnico. Besos,P,1
"Para celebrar que hoy descanso, me voy al dentista #tontoqueesuno",P,1
"AMAIUR tendrá grupo solo con diputados del PVasco. El de Navarra (le faltaban unas décimas para 15%), no tomará posesión, de momento",N,0
sólo tiene q tomar prestado un diputado de FORO temporalmente. “@isabelsuarezl: @maria_rey y grupo parlamentario de UPyD????,N,0
Hoy asisten 349 diputados a la Constitución de la cámara baja. Falta solo el diputado de AMAIUR por Navarra,N,0
La actual situación económica hace urgente adoptar medias de control de gasto público y de austeridad en la administración de #Asturias.,N,0
Estoy recibiendo preguntas para los 4 nuevos en el Congreso. ¿Os puedo pedir que las reenviéis a @Juliaenlaonda  con la etiqueta #losnuevos?,P,1
Familia ! Gracias por todos sus mensajes ! Por aquí leyendo uno a uno . Les deseo un feliz día !,P,1
"CIU obliga a rectificar a De Gispert.Ya vale todo,incluso l xenofobia. http://t.co/3LGQoZ84  unos mueven el árbol,otros recogen ls nueces...",N,0
Pues que se te ocurre? RT @Aritta5: @AlejandroSanz Qe haras si Oscar gana #LaVoz ... Algo divertido no.? Para todos tus fans.! =),P,1
#EnriqueMorente todo bien chicas. Un besazo RT @CorazonesPeru: @AlejandroSanz feliz m@rtes 13 jefee!! Como va todo por allá?,P,1
Jeje. Ya.. Bienvenid@s mis gringit@s un fuerte abrazo. #EnriqueMorente RT @Siempreesdnoche: (cont) http://t.co/7CqXdgoz,P,1
Que maravilla.. Un besazo anorme a tru princesa. RT @macasanzlucero1: @alejandrosanz Creo que cada (cont) http://t.co/DdNGKiHR,P,1
"La maniobra de Amaiur,no tomar posesión diputado x Navarra,no les garantiza grupo parlamentario la última palabra la tiene Mesa del Congreso",N,0
Pues por favor  vota al *7714 gracias ;) RT @LAlejandra1: @AlejandroSanz @oscarcruzvm ese es mi gallo,P,1
"Esta noche estoy entre pasar bajo una escalera vestido de amarillo echándole sal a un gato mientras rompo un espejo, o ver TSQV... #Dilema13",N,0
"Si en Parlament se puede decir“ls españoles nos roban”,los de Duran tendrán licencia para decir“ls homosexuales son enfermos”? #stopfachas",N,0
"Camps, molt honorable: ""Supongo que los ciudadanos quieren que vaya bien vestido"" http://t.co/cLoofmpd",P,1
novedosas? anécdota? Espero que el Congreso no se convierta un circo y TODOS le guarden el respeto que merece http://t.co/1AC2Ind8,P,1
Hasta hace nada te robaban reclamando la bolsa o la vida. Ahora desde la bolsa parece que nos roban la vida sin reclamar.  Mañana me entero,N,0
La Mesa acuerda que los partidos puedan solicitar grupo hasta el jueves a las ocho de la tarde. Media hora después se reunirá la Mesa,P,1
Cataluña dice q no tiene dinero para pagar nóminas. Pero si tiene para financiar cine lésbico. Se lo contamos en el @TelediarioInter 20:30,N,0
